"SER
NO","DIST
CODE",DISTRICT_NAME,"EA
CODE",EA_NAME,"SCTY
CODE",SCOUNTY_NAME,"PAR
CODE",PARISH NAME,"PS
CODE",PS NAME,"NO OF
FEMALES",NO OF MALES,,"EC VOTER
COUNTS",ANALYZED VOTER COUNT
7705,15,KASESE,077,"BUKONZO COUNTY
EAST",05,MUNKUNYU,18,KABINGO,04,KYABISERI,135,113,,248,248
7706,15,KASESE,077,"BUKONZO COUNTY
EAST",05,MUNKUNYU,18,KABINGO,05,KANTALE C.O.U,139,117,,256,256
7707,15,KASESE,077,"BUKONZO COUNTY
EAST",05,MUNKUNYU,19,KACUNGIRO,01,KACUNGIRO P/SCHOOL,358,312,,670,670
7708,15,KASESE,077,"BUKONZO COUNTY
EAST",05,MUNKUNYU,19,KACUNGIRO,02,KASUNGU (A‐L),307,227,,534,534
7709,15,KASESE,077,"BUKONZO COUNTY
EAST",05,MUNKUNYU,19,KACUNGIRO,03,KANYAMPARA C. C.,453,371,,825,824
7710,15,KASESE,077,"BUKONZO COUNTY
EAST",05,MUNKUNYU,19,KACUNGIRO,04,KANYAMPARA MARKET,416,318,,734,734
7711,15,KASESE,077,"BUKONZO COUNTY
EAST",05,MUNKUNYU,19,KACUNGIRO,05,KIHASA C.O.U,289,244,,533,533
7712,15,KASESE,077,"BUKONZO COUNTY
EAST",05,MUNKUNYU,19,KACUNGIRO,06,KATHASENDA C.O.U,301,254,,555,555
7713,15,KASESE,077,"BUKONZO COUNTY
EAST",05,MUNKUNYU,19,KACUNGIRO,07,KASUNGU (M‐Z),249,242,,491,491
7714,15,KASESE,077,"BUKONZO COUNTY
EAST",05,MUNKUNYU,20,KINYAMASEKE,01,"KASOMORO ADVENTIST
CHURCH (A‐M)",278,207,,485,485
7715,15,KASESE,077,"BUKONZO COUNTY
EAST",05,MUNKUNYU,20,KINYAMASEKE,02,"KASOMORO ADVENTIST
CHURCH (M‐Z)",255,186,,441,441
7716,15,KASESE,077,"BUKONZO COUNTY
EAST",05,MUNKUNYU,21,KINYAMASEKE T.C,01,"KINYAMASEKE
P/SCHOOL A",423,311,,735,734
7717,15,KASESE,077,"BUKONZO COUNTY
EAST",05,MUNKUNYU,21,KINYAMASEKE T.C,02,"KINYAMASEKE LCI
OFFICE",403,346,,749,749
7718,15,KASESE,077,"BUKONZO COUNTY
EAST",05,MUNKUNYU,21,KINYAMASEKE T.C,03,"KINYAMASEKE
P/SCHOOL B",346,239,,585,585
7719,15,KASESE,077,"BUKONZO COUNTY
EAST",05,MUNKUNYU,22,KITSUTSU,01,KITSUTSU P/SCHOOL A,155,146,,301,301
7720,15,KASESE,077,"BUKONZO COUNTY
EAST",05,MUNKUNYU,22,KITSUTSU,02,KYESERO LC OFFICE,216,149,,365,365
"SER
NO","DIST
CODE",DISTRICT_NAME,"EA
CODE",EA_NAME,"SCTY
CODE",SCOUNTY_NAME,"PAR
CODE",PARISH NAME,"PS
CODE",PS NAME,"NO OF
FEMALES",NO OF MALES,,"VOTER
COUNTS", 
7721,15,KASESE,077,"BUKONZO COUNTY
EAST",05,MUNKUNYU,22,KITSUTSU,03,MUKUNYU PR. SCH.,421,338,,759,759
7722,15,KASESE,077,"BUKONZO COUNTY
EAST",05,MUNKUNYU,22,KITSUTSU,04,MUNKUNYU S. S. S.,419,342,,761,761
7723,15,KASESE,077,"BUKONZO COUNTY
EAST",05,MUNKUNYU,22,KITSUTSU,05,"S/COUNTY
HEADQUATERS",436,367,,803,803
7724,15,KASESE,077,"BUKONZO COUNTY
EAST",05,MUNKUNYU,22,KITSUTSU,06,"KATOMA CATHOLIC
CHURCH",254,255,,509,509
7725,15,KASESE,077,"BUKONZO COUNTY
EAST",05,MUNKUNYU,22,KITSUTSU,07,"KITSUTSU P/SCHOOL B
(A‐L)",369,259,,628,628
7726,15,KASESE,077,"BUKONZO COUNTY
EAST",05,MUNKUNYU,22,KITSUTSU,08,KYESERO I,411,357,,768,768
7727,15,KASESE,077,"BUKONZO COUNTY
EAST",05,MUNKUNYU,22,KITSUTSU,09,"KITSUTSU P/SCHOOL B
(M‐Z)",312,303,,615,615
7728,15,KASESE,077,"BUKONZO COUNTY
EAST",05,MUNKUNYU,23,NYAKATONZI,01,BUKANGARA C. O. U,276,215,,491,491
7729,15,KASESE,077,"BUKONZO COUNTY
EAST",05,MUNKUNYU,23,NYAKATONZI,02,"RWENGAJU CATHOLIC
CHURCH",282,229,,511,511
7730,15,KASESE,077,"BUKONZO COUNTY
EAST",05,MUNKUNYU,23,NYAKATONZI,03,NYAMATUNGA,322,249,,571,571
7731,15,KASESE,077,"BUKONZO COUNTY
EAST",06,NYAKATONZI,25,KAMARULI,01,KASOMORO C.O.U.,69,63,,132,132
7732,15,KASESE,077,"BUKONZO COUNTY
EAST",06,NYAKATONZI,25,KAMARULI,02,TRACTOR HIRE UNIT,173,190,,363,363
7733,15,KASESE,077,"BUKONZO COUNTY
EAST",06,NYAKATONZI,26,KISASA,01,NYAKATONZI P/SCHOOL,187,184,,371,371
7734,15,KASESE,077,"BUKONZO COUNTY
EAST",06,NYAKATONZI,27,MURUTI,01,MURUTI C.O.U.,75,93,,168,168
7735,15,KASESE,077,"BUKONZO COUNTY
EAST",06,NYAKATONZI,28,NYAMUGASANI,01,KIRUHURA C.O.U,237,207,,444,444
7736,15,KASESE,078,"BUKONJO COUNTY
WEST",01,BWERA,02,KISAKA,01,KISAKA P/HQTRS (A‐L),284,243,,527,527
7737,15,KASESE,078,"BUKONJO COUNTY
WEST",01,BWERA,02,KISAKA,02,"NYAMUGHONA I CATH.
CHURCH",428,440,,868,868
7738,15,KASESE,078,"BUKONJO COUNTY
WEST",01,BWERA,02,KISAKA,03,"KASUNGU CATHOLIC
CHURCH",346,326,,672,672
7739,15,KASESE,078,"BUKONJO COUNTY
WEST",01,BWERA,02,KISAKA,04,KISAKA P/HQTRS (M‐Z),218,186,,404,404
7740,15,KASESE,078,"BUKONJO COUNTY
WEST",01,BWERA,04,KYOGHA,01,KANYASABU LC1 HQTRS,462,435,,897,897
"SER
NO","DIST
CODE",DISTRICT_NAME,"EA
CODE",EA_NAME,"SCTY
CODE",SCOUNTY_NAME,"PAR
CODE",PARISH NAME,"PS
CODE",PS NAME,"NO OF
FEMALES",NO OF MALES,,"VOTER
COUNTS", 
7741,15,KASESE,078,"BUKONJO COUNTY
WEST",01,BWERA,04,KYOGHA,02,"KYOGHA CATHOLIC
CHURCH",245,222,,467,467
7742,15,KASESE,078,"BUKONJO COUNTY
WEST",01,BWERA,04,KYOGHA,03,KYOGHA C.O.U,234,216,,450,450
7743,15,KASESE,078,"BUKONJO COUNTY
WEST",01,BWERA,04,KYOGHA,04,NYAKIMASA C.O.U,381,351,,732,732
7744,15,KASESE,078,"BUKONJO COUNTY
WEST",01,BWERA,04,KYOGHA,05,"MILLENIUM PRIMARY
SCHOOL",339,298,,637,637
7745,15,KASESE,078,"BUKONJO COUNTY
WEST",01,BWERA,29,RWENGUBA,01,KAKONE T/CENTRE,398,353,,752,751
7746,15,KASESE,078,"BUKONJO COUNTY
WEST",01,BWERA,29,RWENGUBA,02,NYAKABALE COU,253,232,,485,485
7747,15,KASESE,078,"BUKONJO COUNTY
WEST",01,BWERA,29,RWENGUBA,03,KITAKOMBYA T/CENTRE,178,163,,341,341
7748,15,KASESE,078,"BUKONJO COUNTY
WEST",01,BWERA,29,RWENGUBA,04,KALEHE T/CENTRE,338,280,,618,618
7749,15,KASESE,078,"BUKONJO COUNTY
WEST",01,BWERA,30,BUNYISWA,01,COLLEGE T/CENTRE,269,202,,471,471
7750,15,KASESE,078,"BUKONJO COUNTY
WEST",01,BWERA,30,BUNYISWA,02,"KIYONGA PRI. SCHOOL
(A‐L)",271,236,,507,507
7751,15,KASESE,078,"BUKONJO COUNTY
WEST",01,BWERA,30,BUNYISWA,03,NDONGO PRI. SCHOOL,192,159,,351,351
7752,15,KASESE,078,"BUKONJO COUNTY
WEST",01,BWERA,30,BUNYISWA,04,"KIYONGA PRI. SCHOOL
(M‐Z)",220,204,,424,424
7753,15,KASESE,078,"BUKONJO COUNTY
WEST",02,IHANDIRO,07,BUBOTYO,01,IHANDIRO DISPENSARY,331,364,,696,695
7754,15,KASESE,078,"BUKONJO COUNTY
WEST",02,IHANDIRO,08,BUHATIRO,01,"BUHATIRO PRIMARY
SCHOOL",286,286,,574,572
7755,15,KASESE,078,"BUKONJO COUNTY
WEST",02,IHANDIRO,08,BUHATIRO,02,KINYATOKOLI C.O.U,266,237,,503,503
7756,15,KASESE,078,"BUKONJO COUNTY
WEST",02,IHANDIRO,08,BUHATIRO,03,"KAMATSUKU PRIMARY
SCHOOL",233,217,,450,450
7757,15,KASESE,078,"BUKONJO COUNTY
WEST",02,IHANDIRO,09,IHANGO,01,"BUHUNGAMUYAGHA
RC I OFFICE",492,417,,910,909
7758,15,KASESE,078,"BUKONJO COUNTY
WEST",02,IHANDIRO,09,IHANGO,02,KITOMA MARKET,231,221,,452,452
7759,15,KASESE,078,"BUKONJO COUNTY
WEST",02,IHANDIRO,09,IHANGO,03,"KIBIRIGHA PRIMARY
SCHOOL",224,205,,429,429
7760,15,KASESE,078,"BUKONJO COUNTY
WEST",02,IHANDIRO,10,KIKYO,01,KAWEMBE,287,272,,559,559
"SER
NO","DIST
CODE",DISTRICT_NAME,"EA
CODE",EA_NAME,"SCTY
CODE",SCOUNTY_NAME,"PAR
CODE",PARISH NAME,"PS
CODE",PS NAME,"NO OF
FEMALES",NO OF MALES,,"VOTER
COUNTS", 
7761,15,KASESE,078,"BUKONJO COUNTY
WEST",02,IHANDIRO,10,KIKYO,02,KIHONDO RC I OFFICE,279,311,,590,590
7762,15,KASESE,078,"BUKONJO COUNTY
WEST",02,IHANDIRO,10,KIKYO,03,BUHASA RC I OFFICE,227,194,,422,421
7763,15,KASESE,078,"BUKONJO COUNTY
WEST",02,IHANDIRO,31,KIHOKO,01,KIBIRISE RC I C.O.U,251,215,,466,466
7764,15,KASESE,078,"BUKONJO COUNTY
WEST",02,IHANDIRO,31,KIHOKO,02,"KABUSONGORA PRI.
SCHOOL",265,198,,463,463
7765,15,KASESE,078,"BUKONJO COUNTY
WEST",02,IHANDIRO,31,KIHOKO,03,KIHOKO L.C I OFFICE,202,208,,410,410
7766,15,KASESE,078,"BUKONJO COUNTY
WEST",03,KARAMBI,11,BIKUNYA,01,BIKUNYA T/C,377,396,,773,773
7767,15,KASESE,078,"BUKONJO COUNTY
WEST",03,KARAMBI,11,BIKUNYA,02,BIKUNYA T/C NGIRIKO,163,176,,339,339
7768,15,KASESE,078,"BUKONJO COUNTY
WEST",03,KARAMBI,12,BUHUNA,01,KARAMBI PLAYGROUND,156,115,,271,271
7769,15,KASESE,078,"BUKONJO COUNTY
WEST",03,KARAMBI,12,BUHUNA,02,NYAKAINA C.O.U,141,142,,283,283
7770,15,KASESE,078,"BUKONJO COUNTY
WEST",03,KARAMBI,12,BUHUNA,03,KYABILHO PLACE,298,283,,581,581
7771,15,KASESE,078,"BUKONJO COUNTY
WEST",03,KARAMBI,12,BUHUNA,04,KARAMBI P/SCHOOL,390,361,,751,751
7772,15,KASESE,078,"BUKONJO COUNTY
WEST",03,KARAMBI,13,KARAMBI,01,"KARAMBI PARISH
DISPENSARY",441,423,,864,864
7773,15,KASESE,078,"BUKONJO COUNTY
WEST",03,KARAMBI,13,KARAMBI,02,MIRAMI P/SCHOOL,278,238,,516,516
7774,15,KASESE,078,"BUKONJO COUNTY
WEST",03,KARAMBI,13,KARAMBI,03,KAZA‐ROHO T/CENTRE,411,388,,799,799
7775,15,KASESE,078,"BUKONJO COUNTY
WEST",03,KARAMBI,13,KARAMBI,04,"WACHA‐MUDOMO
T/CENTRE",294,294,,588,588
7776,15,KASESE,078,"BUKONJO COUNTY
WEST",03,KARAMBI,13,KARAMBI,05,KITUKUMIRO T/C,359,294,,653,653
7777,15,KASESE,078,"BUKONJO COUNTY
WEST",03,KARAMBI,14,KISOLHOLHO,01,KISOLHOLHO T/ C. (A‐L),250,213,,463,463
7778,15,KASESE,078,"BUKONJO COUNTY
WEST",03,KARAMBI,14,KISOLHOLHO,02,"KISOLHOLHO
DISPENSARY",218,169,,387,387
7779,15,KASESE,078,"BUKONJO COUNTY
WEST",03,KARAMBI,14,KISOLHOLHO,03,"KIYONZO CATHOLIC
CHURCH",247,234,,481,481
7780,15,KASESE,078,"BUKONJO COUNTY
WEST",03,KARAMBI,14,KISOLHOLHO,04,KYABAYENZE T/C,226,200,,426,426
"SER
NO","DIST
CODE",DISTRICT_NAME,"EA
CODE",EA_NAME,"SCTY
CODE",SCOUNTY_NAME,"PAR
CODE",PARISH NAME,"PS
CODE",PS NAME,"NO OF
FEMALES",NO OF MALES,,"VOTER
COUNTS", 
7781,15,KASESE,078,"BUKONJO COUNTY
WEST",03,KARAMBI,14,KISOLHOLHO,05,KISOLHOLHO P/SCH,321,318,,639,639
7782,15,KASESE,078,"BUKONJO COUNTY
WEST",03,KARAMBI,14,KISOLHOLHO,06,KISOLHOLHO T/ C. (M‐Z),228,229,,457,457
7783,15,KASESE,078,"BUKONJO COUNTY
WEST",03,KARAMBI,17,KITHUTI,01,KIBLOCK PLACE A,394,339,,733,733
7784,15,KASESE,078,"BUKONJO COUNTY
WEST",03,KARAMBI,17,KITHUTI,02,"KITHUTHI CATHOLIC
CHURCH (A‐L)",263,266,,529,529
7785,15,KASESE,078,"BUKONJO COUNTY
WEST",03,KARAMBI,17,KITHUTI,03,"ALL SAINTS KITHUTI
C.O.U",263,208,,471,471
7786,15,KASESE,078,"BUKONJO COUNTY
WEST",03,KARAMBI,17,KITHUTI,04,KIBLOCK PLACE B,195,188,,383,383
7787,15,KASESE,078,"BUKONJO COUNTY
WEST",03,KARAMBI,17,KITHUTI,05,"KITHUTHI CATHOLIC
CHURCH (M‐Z)",240,228,,468,468
7788,15,KASESE,078,"BUKONJO COUNTY
WEST",03,KARAMBI,32,KAMASASA,01,KARUKOMEZA,290,274,,564,564
7789,15,KASESE,078,"BUKONJO COUNTY
WEST",03,KARAMBI,32,KAMASASA,02,KAMASASA C.O.U,407,326,,733,733
7790,15,KASESE,078,"BUKONJO COUNTY
WEST",03,KARAMBI,32,KAMASASA,03,KAMASASA P/SCHOOL,381,352,,733,733
7791,15,KASESE,078,"BUKONJO COUNTY
WEST",03,KARAMBI,32,KAMASASA,04,HAYI T/CENTRE,307,257,,564,564
7792,15,KASESE,078,"BUKONJO COUNTY
WEST",04,KITHOLU,18,KANYATSI,01,"KANYATSI PRIMARY
SCHOOL A",365,344,,709,709
7793,15,KASESE,078,"BUKONJO COUNTY
WEST",04,KITHOLU,18,KANYATSI,02,"KANYATSI CATHOLIC
CHURCH",183,182,,365,365
7794,15,KASESE,078,"BUKONJO COUNTY
WEST",04,KITHOLU,18,KANYATSI,03,"KATHEMBO
PRI.SCHOOL",285,285,,570,570
7795,15,KASESE,078,"BUKONJO COUNTY
WEST",04,KITHOLU,18,KANYATSI,04,KISABU,449,390,,839,839
7796,15,KASESE,078,"BUKONJO COUNTY
WEST",04,KITHOLU,18,KANYATSI,05,KANYATSI II,243,240,,483,483
7797,15,KASESE,078,"BUKONJO COUNTY
WEST",04,KITHOLU,19,KIRARO,01,"KIRARO CATHOLIC
CHURCH",197,187,,384,384
7798,15,KASESE,078,"BUKONJO COUNTY
WEST",04,KITHOLU,19,KIRARO,02,"KINONE CHURCH OF
UGANDA",202,208,,410,410
7799,15,KASESE,078,"BUKONJO COUNTY
WEST",04,KITHOLU,19,KIRARO,03,"KASINGA CATHOLIC
CHURCH",256,228,,484,484
7800,15,KASESE,078,"BUKONJO COUNTY
WEST",04,KITHOLU,19,KIRARO,40,KISEBERE,144,140,,284,284
"SER
NO","DIST
CODE",DISTRICT_NAME,"EA
CODE",EA_NAME,"SCTY
CODE",SCOUNTY_NAME,"PAR
CODE",PARISH NAME,"PS
CODE",PS NAME,"NO OF
FEMALES",NO OF MALES,,"VOTER
COUNTS", 
7801,15,KASESE,078,"BUKONJO COUNTY
WEST",04,KITHOLU,20,KITHOLU,01,KITHOLHU DISPENSARY,376,369,,745,745
7802,15,KASESE,078,"BUKONJO COUNTY
WEST",04,KITHOLU,20,KITHOLU,02,"KITHOLHU PRIMARY
SCHOOL",194,170,,364,364
7803,15,KASESE,078,"BUKONJO COUNTY
WEST",04,KITHOLU,20,KITHOLU,03,"KABWE DAY CARE
CENTRE",218,202,,420,420
7804,15,KASESE,078,"BUKONJO COUNTY
WEST",04,KITHOLU,21,KITHOBIRA,01,"KITHOBIRA PRIMARY
SCHOOL",162,164,,326,326
7805,15,KASESE,078,"BUKONJO COUNTY
WEST",04,KITHOLU,22,KYABIKERE,01,BULEMERA,305,325,,630,630
7806,15,KASESE,078,"BUKONJO COUNTY
WEST",04,KITHOLU,22,KYABIKERE,02,KYABIKERE TC,346,325,,671,671
7807,15,KASESE,078,"BUKONJO COUNTY
WEST",04,KITHOLU,22,KYABIKERE,03,"ISANGO SUB‐TRADING
CENTRE",281,249,,530,530
7808,15,KASESE,078,"BUKONJO COUNTY
WEST",04,KITHOLU,22,KYABIKERE,04,IKOBERO LC1 OFFICE,337,320,,658,657
7809,15,KASESE,078,"BUKONJO COUNTY
WEST",05,NYAKIYUMBU,23,KAGHORWE,01,JAJA STC,459,419,,878,878
7810,15,KASESE,078,"BUKONJO COUNTY
WEST",05,NYAKIYUMBU,23,KAGHORWE,02,"KALONGOIRE SUB‐
TRADING CENTRE",426,364,,790,790
7811,15,KASESE,078,"BUKONJO COUNTY
WEST",05,NYAKIYUMBU,23,KAGHORWE,03,NDONGO PR. SCH.,373,339,,712,712
7812,15,KASESE,078,"BUKONJO COUNTY
WEST",05,NYAKIYUMBU,23,KAGHORWE,04,MUSISYO TC,304,219,,523,523
7813,15,KASESE,078,"BUKONJO COUNTY
WEST",05,NYAKIYUMBU,23,KAGHORWE,05,KATERERE,280,208,,488,488
7814,15,KASESE,078,"BUKONJO COUNTY
WEST",05,NYAKIYUMBU,23,KAGHORWE,06,"ST. JOSEPH PRIMARY
SCHOOL",142,121,,263,263
7815,15,KASESE,078,"BUKONJO COUNTY
WEST",05,NYAKIYUMBU,24,KATHOLU/KATOJO,01,KATHOLHU,311,221,,532,532
7816,15,KASESE,078,"BUKONJO COUNTY
WEST",05,NYAKIYUMBU,24,KATHOLU/KATOJO,02,KATHOLHU PR. SCH. A,454,344,,798,798
7817,15,KASESE,078,"BUKONJO COUNTY
WEST",05,NYAKIYUMBU,24,KATHOLU/KATOJO,03,BUNYISWA C.O.U,348,297,,645,645
7818,15,KASESE,078,"BUKONJO COUNTY
WEST",05,NYAKIYUMBU,25,KAYANJA,01,KAYANZI FISH LANDING,293,327,,620,620
7819,15,KASESE,078,"BUKONJO COUNTY
WEST",05,NYAKIYUMBU,25,KAYANJA,02,KITATURA,102,55,,157,157
7820,15,KASESE,078,"BUKONJO COUNTY
WEST",05,NYAKIYUMBU,26,LYAKIREMA,01,"NYAMIGHERA PRIMARY
SCHOOL",341,304,,645,645
"SER
NO","DIST
CODE",DISTRICT_NAME,"EA
CODE",EA_NAME,"SCTY
CODE",SCOUNTY_NAME,"PAR
CODE",PARISH NAME,"PS
CODE",PS NAME,"NO OF
FEMALES",NO OF MALES,,"VOTER
COUNTS", 
7821,15,KASESE,078,"BUKONJO COUNTY
WEST",05,NYAKIYUMBU,26,LYAKIREMA,02,LYAKIREMA C. O. U.,236,211,,447,447
7822,15,KASESE,078,"BUKONJO COUNTY
WEST",05,NYAKIYUMBU,26,LYAKIREMA,03,KYABISORO LC I OFFICE,412,350,,762,762
7823,15,KASESE,078,"BUKONJO COUNTY
WEST",05,NYAKIYUMBU,26,LYAKIREMA,04,NYAKASOJO COU,236,201,,437,437
7824,15,KASESE,078,"BUKONJO COUNTY
WEST",05,NYAKIYUMBU,26,LYAKIREMA,05,KABAGHOLE LC1 OFFICE,345,311,,656,656
7825,15,KASESE,078,"BUKONJO COUNTY
WEST",05,NYAKIYUMBU,26,LYAKIREMA,06,"NAMUGONGO
CATHOLIC CHURCH",273,239,,512,512
7826,15,KASESE,078,"BUKONJO COUNTY
WEST",05,NYAKIYUMBU,27,MUHINDI,01,NYAMUKADE T/C,170,148,,318,318
7827,15,KASESE,078,"BUKONJO COUNTY
WEST",05,NYAKIYUMBU,27,MUHINDI,02,MUHINDI PRI. SCH.,480,403,,883,883
7828,15,KASESE,078,"BUKONJO COUNTY
WEST",05,NYAKIYUMBU,27,MUHINDI,03,MUHINDI C.O.U,180,175,,355,355
7829,15,KASESE,078,"BUKONJO COUNTY
WEST",05,NYAKIYUMBU,28,NYAKIYUMBU,01,KITAGATA,269,214,,483,483
7830,15,KASESE,078,"BUKONJO COUNTY
WEST",05,NYAKIYUMBU,28,NYAKIYUMBU,02,"NYAKIYUMBU
SECONDARY SCHOOL",294,261,,555,555
7831,15,KASESE,078,"BUKONJO COUNTY
WEST",05,NYAKIYUMBU,28,NYAKIYUMBU,03,KAWEMBE,240,231,,471,471
7832,15,KASESE,078,"BUKONJO COUNTY
WEST",05,NYAKIYUMBU,28,NYAKIYUMBU,04,"NYAKIYUMBU MODEL
PRIMARY SCHOOL",246,220,,466,466
7833,15,KASESE,078,"BUKONJO COUNTY
WEST",05,NYAKIYUMBU,33,BUKANGARA,02,"NYAKIRANGO II
EQUATOR",315,263,,578,578
7834,15,KASESE,078,"BUKONJO COUNTY
WEST",05,NYAKIYUMBU,33,BUKANGARA,03,"KYAMINYAWANDI PR.
SCH.",364,292,,656,656
7835,15,KASESE,078,"BUKONJO COUNTY
WEST",05,NYAKIYUMBU,33,BUKANGARA,04,ST JOHN'S BUKANGARA,365,309,,674,674
7836,15,KASESE,078,"BUKONJO COUNTY
WEST",06,"MPONDWE/LHUBIRIH
A TOWN COUNCIL",01,BWERA WARD,01,KIKWASO LC I OFFICE,113,92,,205,205
7837,15,KASESE,078,"BUKONJO COUNTY
WEST",06,"MPONDWE/LHUBIRIH
A TOWN COUNCIL",01,BWERA WARD,02,OLD CAR PARK,123,158,,281,281
7838,15,KASESE,078,"BUKONJO COUNTY
WEST",06,"MPONDWE/LHUBIRIH
A TOWN COUNCIL",01,BWERA WARD,03,RIVER MPONDWE (A‐L),258,289,,547,547
7839,15,KASESE,078,"BUKONJO COUNTY
WEST",06,"MPONDWE/LHUBIRIH
A TOWN COUNCIL",01,BWERA WARD,04,KASERENGETHE P/SCH,528,387,,915,915
7840,15,KASESE,078,"BUKONJO COUNTY
WEST",06,"MPONDWE/LHUBIRIH
A TOWN COUNCIL",01,BWERA WARD,05,BWERA WATER OFFICE,481,331,,812,812
"SER
NO","DIST
CODE",DISTRICT_NAME,"EA
CODE",EA_NAME,"SCTY
CODE",SCOUNTY_NAME,"PAR
CODE",PARISH NAME,"PS
CODE",PS NAME,"NO OF
FEMALES",NO OF MALES,,"VOTER
COUNTS", 
7841,15,KASESE,078,"BUKONJO COUNTY
WEST",06,"MPONDWE/LHUBIRIH
A TOWN COUNCIL",01,BWERA WARD,06,MPONDWE MOSQUE,74,88,,162,162
7842,15,KASESE,078,"BUKONJO COUNTY
WEST",06,"MPONDWE/LHUBIRIH
A TOWN COUNCIL",01,BWERA WARD,07,RIVER MPONDWE (M‐Z),232,221,,453,453
7843,15,KASESE,078,"BUKONJO COUNTY
WEST",06,"MPONDWE/LHUBIRIH
A TOWN COUNCIL",05,MPONDWE WARD,01,"NYABUTUNDU (A‐L)‐AT
HABITANT",332,242,,574,574
7844,15,KASESE,078,"BUKONJO COUNTY
WEST",06,"MPONDWE/LHUBIRIH
A TOWN COUNCIL",05,MPONDWE WARD,02,NYAMAMBUKA,514,416,,930,930
7845,15,KASESE,078,"BUKONJO COUNTY
WEST",06,"MPONDWE/LHUBIRIH
A TOWN COUNCIL",05,MPONDWE WARD,03,"KYABOLOKYA CATHOLIC
CHURCH",378,332,,710,710
7846,15,KASESE,078,"BUKONJO COUNTY
WEST",06,"MPONDWE/LHUBIRIH
A TOWN COUNCIL",05,MPONDWE WARD,04,KYOBOLOKYA STC,433,350,,783,783
7847,15,KASESE,078,"BUKONJO COUNTY
WEST",06,"MPONDWE/LHUBIRIH
A TOWN COUNCIL",05,MPONDWE WARD,05,"NYABUTUNDU (M‐Z)‐AT
LCI OFFICES",279,250,,529,529
7848,15,KASESE,078,"BUKONJO COUNTY
WEST",06,"MPONDWE/LHUBIRIH
A TOWN COUNCIL",05,MPONDWE WARD,06,"MPONDWE PRIMARY
SCHOOL PLAYGROUND",370,301,,671,671
7849,15,KASESE,078,"BUKONJO COUNTY
WEST",06,"MPONDWE/LHUBIRIH
A TOWN COUNCIL",06,RUSESE WARD,01,KIGHANDO (A‐L),273,226,,499,499
7850,15,KASESE,078,"BUKONJO COUNTY
WEST",06,"MPONDWE/LHUBIRIH
A TOWN COUNCIL",06,RUSESE WARD,02,RUSESE T/CENTRE,327,287,,614,614
7851,15,KASESE,078,"BUKONJO COUNTY
WEST",06,"MPONDWE/LHUBIRIH
A TOWN COUNCIL",06,RUSESE WARD,03,RUSESE P/SCHOOL,332,339,,671,671
7852,15,KASESE,078,"BUKONJO COUNTY
WEST",06,"MPONDWE/LHUBIRIH
A TOWN COUNCIL",06,RUSESE WARD,04,BWERA DEMO. SCHOOL,337,282,,619,619
7853,15,KASESE,078,"BUKONJO COUNTY
WEST",06,"MPONDWE/LHUBIRIH
A TOWN COUNCIL",06,RUSESE WARD,05,"HILLSIDE SECONDARY
SCHOOL",214,193,,407,407
7854,15,KASESE,078,"BUKONJO COUNTY
WEST",06,"MPONDWE/LHUBIRIH
A TOWN COUNCIL",06,RUSESE WARD,06,"RUSESE BAPTIST
CHURCH",397,354,,751,751
7855,15,KASESE,078,"BUKONJO COUNTY
WEST",06,"MPONDWE/LHUBIRIH
A TOWN COUNCIL",06,RUSESE WARD,07,KIGHANDO (M‐Z),216,204,,420,420
7856,15,KASESE,078,"BUKONJO COUNTY
WEST",06,"MPONDWE/LHUBIRIH
A TOWN COUNCIL",06,RUSESE WARD,40,RUKUNGU,92,167,,259,259
7857,15,KASESE,078,"BUKONJO COUNTY
WEST",06,"MPONDWE/LHUBIRIH
A TOWN COUNCIL",16,NYABUGANDO WARD,01,NYABUGANDO II (A‐L),276,259,,535,535
7858,15,KASESE,078,"BUKONJO COUNTY
WEST",06,"MPONDWE/LHUBIRIH
A TOWN COUNCIL",16,NYABUGANDO WARD,02,NYABUGANDO I (A‐L),350,285,,635,635
7859,15,KASESE,078,"BUKONJO COUNTY
WEST",06,"MPONDWE/LHUBIRIH
A TOWN COUNCIL",16,NYABUGANDO WARD,03,KABIRITI TC,388,341,,729,729
7860,15,KASESE,078,"BUKONJO COUNTY
WEST",06,"MPONDWE/LHUBIRIH
A TOWN COUNCIL",16,NYABUGANDO WARD,04,NYABUGANDO II (M‐Z),248,269,,517,517
"SER
NO","DIST
CODE",DISTRICT_NAME,"EA
CODE",EA_NAME,"SCTY
CODE",SCOUNTY_NAME,"PAR
CODE",PARISH NAME,"PS
CODE",PS NAME,"NO OF
FEMALES",NO OF MALES,,"VOTER
COUNTS", 
7861,15,KASESE,078,"BUKONJO COUNTY
WEST",06,"MPONDWE/LHUBIRIH
A TOWN COUNCIL",16,NYABUGANDO WARD,05,NYABUGANDO I (M‐Z),255,310,,565,565
7862,15,KASESE,078,"BUKONJO COUNTY
WEST",06,"MPONDWE/LHUBIRIH
A TOWN COUNCIL",34,KABUYIRI WARD,01,KABUYIRI I (A‐L),431,339,,770,770
7863,15,KASESE,078,"BUKONJO COUNTY
WEST",06,"MPONDWE/LHUBIRIH
A TOWN COUNCIL",34,KABUYIRI WARD,02,LOWER CUSTOMS,432,352,,784,784
